DDCTransactionId613BE72345358265551D29B43327CE7A_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBuf_TLpvPro__94EDC75B281300C8781B3AA1852EEB0E1E672895, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=3017051 bytes, Retrieved=true, Duration=3.862683ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_8, GetCachedData, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_6, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=3.865011ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_9, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufCE8942__3CE5A890074AE9F6C5479CE1EFA39BA3186C48EF, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=94494 bytes, Retrieved=true, Duration=0.141248ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionIdE7F9A6E744AD81FDEF14BEA3A509ED55_2, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufCE8942__3CE5A890074AE9F6C5479CE1EFA39BA3186C48EF, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.219304ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_10, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufCE8942__7DF206E15EE055EB7432E09552E8B25AC6156312, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=85629 bytes, Retrieved=true, Duration=4.383996ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_11, CachedDataProbablyExists, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_10, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.315703ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_12, GetCachedData, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_10, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=3.937822ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_13, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufD9DB04__BACE15EAF4977ACB77C35046D0B9B9E9ED96B85B, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=45642 bytes, Retrieved=true, Duration=0.055335ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionIdE7F9A6E744AD81FDEF14BEA3A509ED55_3, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufD9DB04__BACE15EAF4977ACB77C35046D0B9B9E9ED96B85B, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.274636ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_14, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufD9DB04__4F2E1433A8D318E7319C3C758642F75DFEA1DB49, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=38452 bytes, Retrieved=true, Duration=3.950346ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_15, CachedDataProbablyExists, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_14, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.263277ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_16, GetCachedData, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_14, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=3.609013ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_17, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__6C12B4BAADFF4109C696879FB3B33B8868F77B5E, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=50966 bytes, Retrieved=true, Duration=0.059124ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionIdE7F9A6E744AD81FDEF14BEA3A509ED55_4, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__6C12B4BAADFF4109C696879FB3B33B8868F77B5E, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.277843ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_18, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__8C0C4F7E794361F81BBA42B26A2722147EFD21D5, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=43653 bytes, Retrieved=true, Duration=4.112854ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_19, CachedDataProbablyExists, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_18, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.250466ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_20, GetCachedData, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_18, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=3.762208ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_21, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__D3B44292232D35DA21AFF04A7815F4AA5F36345E, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=46676 bytes, Retrieved=true, Duration=0.059120ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionIdE7F9A6E744AD81FDEF14BEA3A509ED55_5, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__D3B44292232D35DA21AFF04A7815F4AA5F36345E, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.245515ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_22, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__6C3BA801006BC8D299518BC4455813B042A3647D, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=39666 bytes, Retrieved=true, Duration=3.975973ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_23, CachedDataProbablyExists, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_22, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.252504ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_24, GetCachedData, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_22, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=3.636684ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_25, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__13A7A314A417922226D6B932EEC11118A1B4E717, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=27335 bytes, Retrieved=true, Duration=0.079509ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionIdE7F9A6E744AD81FDEF14BEA3A509ED55_6, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__13A7A314A417922226D6B932EEC11118A1B4E717, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.262987ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_26, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__77816F389646E6B411820699EC2BAAA86CCDED4F, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=20206 bytes, Retrieved=true, Duration=3.923550ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_27, CachedDataProbablyExists, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_26, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.267066ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_28, GetCachedData, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_26, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=3.586009ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_29, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__F4A79981D637D946000146980E3176E5F77C1927, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=18579 bytes, Retrieved=true, Duration=0.043686ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionIdE7F9A6E744AD81FDEF14BEA3A509ED55_7, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__F4A79981D637D946000146980E3176E5F77C1927, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.236195ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_30, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__21CFD749C95BF17866BE111A18D9DDD5D3E237B0, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=11761 bytes, Retrieved=true, Duration=3.799774ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_31, CachedDataProbablyExists, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_30, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.230659ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_32, GetCachedData, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_30, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=3.512614ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_33, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__8A8FAF385D4317D2F40D1D88FF16085709831CF9, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=38261 bytes, Retrieved=true, Duration=0.062034ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionIdE7F9A6E744AD81FDEF14BEA3A509ED55_8, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__8A8FAF385D4317D2F40D1D88FF16085709831CF9, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.263862ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_34, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__6C883563A059FA58B39D72776ABC3438BF85F2FB, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=31076 bytes, Retrieved=true, Duration=4.206635ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_35, CachedDataProbablyExists, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_34, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.295609ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_36, GetCachedData, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_34, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=3.824238ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_37, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__6E6E6B00AB95A7E1CE75A153CB7EA9B3B84C6A1F, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=37710 bytes, Retrieved=true, Duration=0.056498ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionIdE7F9A6E744AD81FDEF14BEA3A509ED55_9, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__6E6E6B00AB95A7E1CE75A153CB7EA9B3B84C6A1F, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.261243ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_38, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__15FDCF72968E28541B327E15365404E3768AB4F3, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=30820 bytes, Retrieved=true, Duration=4.041795ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_39, CachedDataProbablyExists, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_38, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.212312ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_40, GetCachedData, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_38, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=3.742695ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_41, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_21__27332BED7EEB4BCFC645A8495DBDD296BC92845C, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=36762 bytes, Retrieved=true, Duration=0.051841ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionIdE7F9A6E744AD81FDEF14BEA3A509ED55_10, CachedDataProbablyExists, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_21__27332BED7EEB4BCFC645A8495DBDD296BC92845C, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.258617ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_42, GetCachedData, CacheKey=DIST_STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47__C147FD824CAE92B01A75F4713941058F58E25DFF, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=110111 bytes, Retrieved=true, Duration=0.171248ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId8CCA9986414386A262E4269FEABD6F6F_1, CachedDataProbablyExists, CacheKey=DIST_STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47__C147FD824CAE92B01A75F4713941058F58E25DFF, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.292111ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_43, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_572BACBB4C0F7A7E5__3E548DD4356165E327B3FDBD52328D445BA9E3FF, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=5894 bytes, Retrieved=true, Duration=0.033781ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionIdE7F9A6E744AD81FDEF14BEA3A509ED55_11, CachedDataProbablyExists, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_572BACBB4C0F7A7E5__3E548DD4356165E327B3FDBD52328D445BA9E3FF, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.234738ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_44, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_572BACBB4C0F7A7E5E958FB3CA3C35D__C2850DB5A2961110725E32467314D7B18AB25CB6, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=15253 bytes, Retrieved=true, Duration=0.043102ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId8CCA9986414386A262E4269FEABD6F6F_2, CachedDataProbablyExists, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_572BACBB4C0F7A7E5E958FB3CA3C35D__C2850DB5A2961110725E32467314D7B18AB25CB6, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.260368ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_45, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufAC9EF8__70A568DF78E8F88AD719AC92765F0E3BE8866026, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=122934 bytes, Retrieved=true, Duration=0.173576ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionIdE7F9A6E744AD81FDEF14BEA3A509ED55_12, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufAC9EF8__70A568DF78E8F88AD719AC92765F0E3BE8866026, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.241727ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_46, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufAC9EF8__4FB4E95BBB19F0B3D37999566C0ED94C782F5F93, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=81870 bytes, Retrieved=true, Duration=4.591361ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_47, CachedDataProbablyExists, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_46, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.252794ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_48, GetCachedData, Parent=DDCTransactionId613BE72345358265551D29B43327CE7A_46, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=4.216827ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionId613BE72345358265551D29B43327CE7A_49, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufA65D8B__A5484CB6FEE168833C27AB9D683F1E9C01B2BDAB, StartTime=2015.09.21-09.16.24, HierarchicalDDC, DataSize=348305 bytes, Retrieved=true, Duration=0.480544ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
DDCTransactionIdE7F9A6E744AD81FDEF14BEA3A509ED55_13, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufA65D8B__A5484CB6FEE168833C27AB9D683F1E9C01B2BDAB, StartTime=2015.09.21-09.16.24, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.304922ms, RunGuid=RunIDE01A2E58424D520A8AD051AF6E6EB83A
