DDCTransactionId6648A4B64503449030505EB86724B9DA_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBuf_TLpvPro__94EDC75B281300C8781B3AA1852EEB0E1E672895, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=3017051 bytes, Retrieved=true, Duration=2.842773ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_8, GetCachedData, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_6, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=4.034810ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_9, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufCE8942__3CE5A890074AE9F6C5479CE1EFA39BA3186C48EF, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=94494 bytes, Retrieved=true, Duration=0.143871ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionIdF35CD19F471F5EF3BA0E68973A56ACF5_2, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufCE8942__3CE5A890074AE9F6C5479CE1EFA39BA3186C48EF, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.480834ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_10, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufCE8942__7DF206E15EE055EB7432E09552E8B25AC6156312, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=85629 bytes, Retrieved=true, Duration=5.673896ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_11, CachedDataProbablyExists, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_10, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.687029ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_12, GetCachedData, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_10, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=4.755333ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_13, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufD9DB04__BACE15EAF4977ACB77C35046D0B9B9E9ED96B85B, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=45642 bytes, Retrieved=true, Duration=0.099313ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionIdF35CD19F471F5EF3BA0E68973A56ACF5_3, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufD9DB04__BACE15EAF4977ACB77C35046D0B9B9E9ED96B85B, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.345118ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_14, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufD9DB04__4F2E1433A8D318E7319C3C758642F75DFEA1DB49, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=38452 bytes, Retrieved=true, Duration=5.677685ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_15, CachedDataProbablyExists, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_14, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.953805ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_16, GetCachedData, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_14, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=4.626025ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_17, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__6C12B4BAADFF4109C696879FB3B33B8868F77B5E, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=50966 bytes, Retrieved=true, Duration=0.137754ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionIdF35CD19F471F5EF3BA0E68973A56ACF5_4, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__6C12B4BAADFF4109C696879FB3B33B8868F77B5E, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.362299ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_18, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__8C0C4F7E794361F81BBA42B26A2722147EFD21D5, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=43653 bytes, Retrieved=true, Duration=5.129282ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_19, CachedDataProbablyExists, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_18, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.622958ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_20, GetCachedData, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_18, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=4.395653ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_21, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__D3B44292232D35DA21AFF04A7815F4AA5F36345E, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=46676 bytes, Retrieved=true, Duration=0.111543ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionIdF35CD19F471F5EF3BA0E68973A56ACF5_5, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__D3B44292232D35DA21AFF04A7815F4AA5F36345E, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.336669ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_22, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__6C3BA801006BC8D299518BC4455813B042A3647D, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=39666 bytes, Retrieved=true, Duration=5.047153ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_23, CachedDataProbablyExists, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_22, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.812262ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_24, GetCachedData, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_22, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=4.120141ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_25, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__13A7A314A417922226D6B932EEC11118A1B4E717, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=27335 bytes, Retrieved=true, Duration=0.095818ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionIdF35CD19F471F5EF3BA0E68973A56ACF5_6, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__13A7A314A417922226D6B932EEC11118A1B4E717, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.270851ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_26, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__77816F389646E6B411820699EC2BAAA86CCDED4F, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=20206 bytes, Retrieved=true, Duration=4.708447ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_27, CachedDataProbablyExists, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_26, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.682954ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_28, GetCachedData, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_26, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=3.939867ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_29, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__F4A79981D637D946000146980E3176E5F77C1927, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=18579 bytes, Retrieved=true, Duration=0.056501ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionIdF35CD19F471F5EF3BA0E68973A56ACF5_7, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__F4A79981D637D946000146980E3176E5F77C1927, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.272598ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_30, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__21CFD749C95BF17866BE111A18D9DDD5D3E237B0, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=11761 bytes, Retrieved=true, Duration=4.319057ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_31, CachedDataProbablyExists, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_30, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.679165ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_32, GetCachedData, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_30, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=3.570575ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_33, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__8A8FAF385D4317D2F40D1D88FF16085709831CF9, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=38261 bytes, Retrieved=true, Duration=0.065528ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionIdF35CD19F471F5EF3BA0E68973A56ACF5_8, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__8A8FAF385D4317D2F40D1D88FF16085709831CF9, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.346862ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_34, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__6C883563A059FA58B39D72776ABC3438BF85F2FB, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=31076 bytes, Retrieved=true, Duration=4.437011ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_35, CachedDataProbablyExists, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_34, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.311624ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_36, GetCachedData, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_34, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=4.021410ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_37, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__6E6E6B00AB95A7E1CE75A153CB7EA9B3B84C6A1F, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=37710 bytes, Retrieved=true, Duration=0.062324ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionIdF35CD19F471F5EF3BA0E68973A56ACF5_9, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__6E6E6B00AB95A7E1CE75A153CB7EA9B3B84C6A1F, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.327349ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_38, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__15FDCF72968E28541B327E15365404E3768AB4F3, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=30820 bytes, Retrieved=true, Duration=4.692424ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_39, CachedDataProbablyExists, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_38, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.456367ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_40, GetCachedData, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_38, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=4.117813ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_41, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_21__27332BED7EEB4BCFC645A8495DBDD296BC92845C, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=36762 bytes, Retrieved=true, Duration=0.089701ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionIdF35CD19F471F5EF3BA0E68973A56ACF5_10, CachedDataProbablyExists, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_21__27332BED7EEB4BCFC645A8495DBDD296BC92845C, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.255123ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_42, GetCachedData, CacheKey=DIST_STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47__C147FD824CAE92B01A75F4713941058F58E25DFF, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=110111 bytes, Retrieved=true, Duration=0.154648ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId966372A241619D1B68D9BDB606E57E1A_1, CachedDataProbablyExists, CacheKey=DIST_STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47__C147FD824CAE92B01A75F4713941058F58E25DFF, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.258617ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_43, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_572BACBB4C0F7A7E5__3E548DD4356165E327B3FDBD52328D445BA9E3FF, StartTime=2015.09.24-08.54.47, HierarchicalDDC, DataSize=5894 bytes, Retrieved=true, Duration=0.032619ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionIdF35CD19F471F5EF3BA0E68973A56ACF5_11, CachedDataProbablyExists, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_572BACBB4C0F7A7E5__3E548DD4356165E327B3FDBD52328D445BA9E3FF, StartTime=2015.09.24-08.54.47, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.204448ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_44, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_572BACBB4C0F7A7E5E958FB3CA3C35D__C2850DB5A2961110725E32467314D7B18AB25CB6, StartTime=2015.09.24-08.54.48, HierarchicalDDC, DataSize=15253 bytes, Retrieved=true, Duration=0.045434ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId966372A241619D1B68D9BDB606E57E1A_2, CachedDataProbablyExists, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_572BACBB4C0F7A7E5E958FB3CA3C35D__C2850DB5A2961110725E32467314D7B18AB25CB6, StartTime=2015.09.24-08.54.48, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.267647ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_45, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufAC9EF8__70A568DF78E8F88AD719AC92765F0E3BE8866026, StartTime=2015.09.24-08.54.48, HierarchicalDDC, DataSize=122934 bytes, Retrieved=true, Duration=0.265609ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionIdF35CD19F471F5EF3BA0E68973A56ACF5_12, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufAC9EF8__70A568DF78E8F88AD719AC92765F0E3BE8866026, StartTime=2015.09.24-08.54.48, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.277258ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_46, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufAC9EF8__4FB4E95BBB19F0B3D37999566C0ED94C782F5F93, StartTime=2015.09.24-08.54.48, HierarchicalDDC, DataSize=81870 bytes, Retrieved=true, Duration=4.841831ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_47, CachedDataProbablyExists, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_46, StartTime=2015.09.24-08.54.48, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.351813ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_48, GetCachedData, Parent=DDCTransactionId6648A4B64503449030505EB86724B9DA_46, StartTime=2015.09.24-08.54.48, FileDDCPath=../../../Engine/DerivedDataCache, Retrieved=true, Duration=4.301004ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_49, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufA65D8B__A5484CB6FEE168833C27AB9D683F1E9C01B2BDAB, StartTime=2015.09.24-08.54.48, HierarchicalDDC, DataSize=348305 bytes, Retrieved=true, Duration=0.478502ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionIdF35CD19F471F5EF3BA0E68973A56ACF5_13, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufA65D8B__A5484CB6FEE168833C27AB9D683F1E9C01B2BDAB, StartTime=2015.09.24-08.54.48, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.318903ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
DDCTransactionId6648A4B64503449030505EB86724B9DA_50, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufA65D8B__15001A988CDEFBFD39D0FC91059C7D2EA084760A, StartTime=2015.09.24-08.54.48, HierarchicalDDC, DataSize=173993 bytes, Retrieved=true, Duration=5.018610ms, RunGuid=RunID7D1139004ACF2F72B021EE923285DBEE
