DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBuf_TLpvPro__F7B3A6FDE0F43684F99C8691948796C1A14235E5, StartTime=2015.09.11-10.54.41, HierarchicalDDC, DataSize=3003315 bytes, Retrieved=true, Duration=2.177574ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionIdD37DEA4A44DFEAC754C50F8AE7DF67B6_0, CachedDataProbablyExists, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBuf_TLpvPro__F7B3A6FDE0F43684F99C8691948796C1A14235E5, StartTime=2015.09.11-10.54.41, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.398703ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId31FF95B643995CC316632F9FD15018A6_3, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufDAB81C__81E71D6D4593E9653F7AD9A579FB8092121BB7F2, StartTime=2015.09.11-10.55.14, HierarchicalDDC, Duration=0.010196ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionIdD37DEA4A44DFEAC754C50F8AE7DF67B6_3, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufDAB81C__81E71D6D4593E9653F7AD9A579FB8092121BB7F2, StartTime=2015.09.11-10.55.14, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.234738ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionIdD37DEA4A44DFEAC754C50F8AE7DF67B6_4, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufDAB81C__81E71D6D4593E9653F7AD9A579FB8092121BB7F2, StartTime=2015.09.11-10.55.14, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.157267ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_7, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufCE8942__46B37C50C76701C2E3E5FB2A3722484C774164BC, StartTime=2015.09.11-10.55.14, HierarchicalDDC, DataSize=94494 bytes, Retrieved=true, Duration=0.115912ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId31FF95B643995CC316632F9FD15018A6_4, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufCE8942__46B37C50C76701C2E3E5FB2A3722484C774164BC, StartTime=2015.09.11-10.55.14, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.271142ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_8, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufCE8942__A8ED7EF5A34300971BFB11B6A2DEBF3DA5105FFE, StartTime=2015.09.11-10.55.14, HierarchicalDDC, Retrieved=false, Duration=0.244640ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_9, CachedDataProbablyExists, Parent=DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_8, StartTime=2015.09.11-10.55.14, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.231240ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId31FF95B643995CC316632F9FD15018A6_5, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufCE8942__A8ED7EF5A34300971BFB11B6A2DEBF3DA5105FFE, StartTime=2015.09.11-10.55.16, HierarchicalDDC, Duration=0.011358ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionIdD37DEA4A44DFEAC754C50F8AE7DF67B6_5, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufCE8942__A8ED7EF5A34300971BFB11B6A2DEBF3DA5105FFE, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.246972ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionIdD37DEA4A44DFEAC754C50F8AE7DF67B6_6, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufCE8942__A8ED7EF5A34300971BFB11B6A2DEBF3DA5105FFE, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.214059ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_10, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufD9DB04__EA0CB6D07F7F6B5E00D1363CE1ACB470D82A03EF, StartTime=2015.09.11-10.55.16, HierarchicalDDC, DataSize=45642 bytes, Retrieved=true, Duration=0.074849ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId31FF95B643995CC316632F9FD15018A6_6, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufD9DB04__EA0CB6D07F7F6B5E00D1363CE1ACB470D82A03EF, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.299394ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_11, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufD9DB04__890097E0A86C849F1590679CAC9877B1DB7B092C, StartTime=2015.09.11-10.55.16, HierarchicalDDC, Retrieved=false, Duration=0.265900ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_12, CachedDataProbablyExists, Parent=DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_11, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.248134ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId31FF95B643995CC316632F9FD15018A6_7, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufD9DB04__890097E0A86C849F1590679CAC9877B1DB7B092C, StartTime=2015.09.11-10.55.16, HierarchicalDDC, Duration=0.012524ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionIdD37DEA4A44DFEAC754C50F8AE7DF67B6_7, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufD9DB04__890097E0A86C849F1590679CAC9877B1DB7B092C, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.243183ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionIdD37DEA4A44DFEAC754C50F8AE7DF67B6_8, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufD9DB04__890097E0A86C849F1590679CAC9877B1DB7B092C, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.181150ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_13, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__BA4A4D8A4EB55D05CA4784F220929100EDF13CA7, StartTime=2015.09.11-10.55.16, HierarchicalDDC, DataSize=50966 bytes, Retrieved=true, Duration=0.074845ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId31FF95B643995CC316632F9FD15018A6_8, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__BA4A4D8A4EB55D05CA4784F220929100EDF13CA7, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.337835ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_14, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__AFB81E7109CFB1DB58E4081847E6D44B00A2925A, StartTime=2015.09.11-10.55.16, HierarchicalDDC, Retrieved=false, Duration=0.297643ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_15, CachedDataProbablyExists, Parent=DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_14, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.272304ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_16, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__404998EB697CBCED32D07FBAFF4E3D0784AD3B03, StartTime=2015.09.11-10.55.16, HierarchicalDDC, DataSize=46676 bytes, Retrieved=true, Duration=0.105429ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId31FF95B643995CC316632F9FD15018A6_9, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__404998EB697CBCED32D07FBAFF4E3D0784AD3B03, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.265315ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_17, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__1DF7C7AF1CBBDE7DDB6E5A2715A63797B89F002A, StartTime=2015.09.11-10.55.16, HierarchicalDDC, Retrieved=false, Duration=0.214059ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_18, CachedDataProbablyExists, Parent=DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_17, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.195708ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_19, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__46A5683A5121506EDA52D6E25B9AD78C679DFD3A, StartTime=2015.09.11-10.55.16, HierarchicalDDC, DataSize=27335 bytes, Retrieved=true, Duration=0.280753ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionIdD37DEA4A44DFEAC754C50F8AE7DF67B6_9, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__46A5683A5121506EDA52D6E25B9AD78C679DFD3A, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.301428ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_20, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__8B64DEB54BD5AD346791DBCB36BCFA53F00B0260, StartTime=2015.09.11-10.55.16, HierarchicalDDC, Retrieved=false, Duration=0.296481ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_21, CachedDataProbablyExists, Parent=DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_20, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.266191ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_22, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__E541D629C88A72EEFCD2B70CC9BC22DE9BE4C0B0, StartTime=2015.09.11-10.55.16, HierarchicalDDC, DataSize=18579 bytes, Retrieved=true, Duration=0.054464ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId31FF95B643995CC316632F9FD15018A6_10, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__E541D629C88A72EEFCD2B70CC9BC22DE9BE4C0B0, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.318032ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_23, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__A4203C5E93624064550FBA836ADAACECB8EF295C, StartTime=2015.09.11-10.55.16, HierarchicalDDC, Retrieved=false, Duration=0.265896ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_24, CachedDataProbablyExists, Parent=DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_23, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.246678ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_25, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__26B68091712435B51C00AA79746E90DE183E20BD, StartTime=2015.09.11-10.55.16, HierarchicalDDC, DataSize=38261 bytes, Retrieved=true, Duration=0.088830ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionIdD37DEA4A44DFEAC754C50F8AE7DF67B6_10, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__26B68091712435B51C00AA79746E90DE183E20BD, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.218134ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_26, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__8BC8D598854908D33C06EA7947F0460789AC1D5B, StartTime=2015.09.11-10.55.16, HierarchicalDDC, Retrieved=false, Duration=0.328805ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_27, CachedDataProbablyExists, Parent=DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_26, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.292402ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_28, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__04240155B7DA019B9624C58A89C818A70826D722, StartTime=2015.09.11-10.55.16, HierarchicalDDC, DataSize=37710 bytes, Retrieved=true, Duration=0.070188ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId31FF95B643995CC316632F9FD15018A6_11, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_NoSL_NoDBufED9A90__04240155B7DA019B9624C58A89C818A70826D722, StartTime=2015.09.11-10.55.16, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.294443ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_29, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_NoSL_NoDBufED9A90__14A2F5DC5C89C1627F71052A8D45CE37DE04B85F, StartTime=2015.09.11-10.55.17, HierarchicalDDC, Retrieved=false, Duration=0.308421ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_30, CachedDataProbablyExists, Parent=DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_29, StartTime=2015.09.11-10.55.17, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.283957ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_31, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_21__27332BED7EEB4BCFC645A8495DBDD296BC92845C, StartTime=2015.09.11-10.55.17, HierarchicalDDC, DataSize=36762 bytes, Retrieved=true, Duration=0.089120ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionIdD37DEA4A44DFEAC754C50F8AE7DF67B6_11, CachedDataProbablyExists, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_21__27332BED7EEB4BCFC645A8495DBDD296BC92845C, StartTime=2015.09.11-10.55.17, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.345409ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_32, GetCachedData, CacheKey=DIST_STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47__C147FD824CAE92B01A75F4713941058F58E25DFF, StartTime=2015.09.11-10.55.17, HierarchicalDDC, DataSize=110111 bytes, Retrieved=true, Duration=0.265315ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId31FF95B643995CC316632F9FD15018A6_12, CachedDataProbablyExists, CacheKey=DIST_STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47__C147FD824CAE92B01A75F4713941058F58E25DFF, StartTime=2015.09.11-10.55.17, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.221923ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_33, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_572BACBB4C0F7A7E5__3E548DD4356165E327B3FDBD52328D445BA9E3FF, StartTime=2015.09.11-10.55.17, HierarchicalDDC, DataSize=5894 bytes, Retrieved=true, Duration=0.054169ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionIdD37DEA4A44DFEAC754C50F8AE7DF67B6_12, CachedDataProbablyExists, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_572BACBB4C0F7A7E5__3E548DD4356165E327B3FDBD52328D445BA9E3FF, StartTime=2015.09.11-10.55.17, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.342496ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId0B08B3E14E71059D39EB689E88A8B9D8_34, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_572BACBB4C0F7A7E5E958FB3CA3C35D__C2850DB5A2961110725E32467314D7B18AB25CB6, StartTime=2015.09.11-10.55.17, HierarchicalDDC, DataSize=15253 bytes, Retrieved=true, Duration=0.062909ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
DDCTransactionId31FF95B643995CC316632F9FD15018A6_13, CachedDataProbablyExists, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_572BACBB4C0F7A7E5E958FB3CA3C35D__C2850DB5A2961110725E32467314D7B18AB25CB6, StartTime=2015.09.11-10.55.17, FileDDCPath=../../../Engine/DerivedDataCache, Duration=0.283372ms, RunGuid=RunIDF77404204E4F43B9CFE6BB8EC1C30D7F
